012200210,2,4,5
012200211,2,4,5
012200212,2,4,5
012200213,2,4,5
012200220,2,4,5
012200220,2,4,5
012200221,2,4,5
012200221,2,4,5
012200222,2,4,5
012200222,2,4,5
012200222,2,4,5
012200223,2,4,5
012200223,2,4,5
012200233,2,4,5
012201101,1,4,7
012201110,1,4,8
012202000,2,4,6
012202001,2,4,6
012202002,2,4,6
012202003,2,4,6
012202010,2,4,6
012202011,2,4,6
012202012,2,4,6
012202013,2,4,6
012202020,2,4,6
012202021,2,4,6
012202022,2,4,6
012202023,2,4,6
012202033,2,4,6
012210011,1,5,6
012211001,1,6,7
012211010,1,6,8
012211100,1,7,8
012220000,2,5,6
012220001,2,5,6
012220002,2,5,6
012220003,2,5,6
012220010,2,5,6
012220011,2,5,6
012220012,2,5,6
012220013,2,5,6
012220020,2,5,6
012220020,2,5,6
012220021,2,5,6
012220021,2,5,6
012220022,2,5,6
012220022,2,5,6
012220022,2,5,6
012220023,2,5,6
012220023,2,5,6
012220033,2,5,6
020000111,1,4,5
020000222,2,4,5
020001101,1,4,7
020001110,1,3,4
020001110,1,4,8
020001112,1,3,4
020001113,1,3,4
020002202,2,4,7
020002220,2,3,4
020002220,2,4,8
020002221,2,3,4
020002223,2,3,4
020010011,1,5,6
020011001,1,6,7
020011012,1,3,6
020011013,1,3,6
020011120,1,2,3
020011121,1,2,3
020011122,1,2,3
020011123,1,2,3
020011133,1,2,3
020020022,2,5,6
020022000,2,2,3
020022001,2,2,3
020022002,2,2,3
020022002,2,6,7
020022003,2,2,3
020022010,2,2,3
020022011,2,2,3
020022012,2,2,3
020022013,2,2,3
020022021,2,2,3
020022021,2,3,6
020022023,2,2,3
020022023,2,3,6
020022033,2,2,3
020022100,2,2,3
020022101,2,2,3
020022102,2,2,3
020022103,2,2,3
020022110,2,2,3
020022111,2,2,3
020022112,2,2,3
020022113,2,2,3
020022120,2,2,3
020022121,2,2,3
020022122,2,2,3
020022123,2,2,3
020022133,2,2,3
020022210,2,2,3
020022210,2,2,3
020022211,2,2,3
020022211,2,2,3
020022212,2,2,3
020022212,2,2,3
020022213,2,2,3
020022213,2,2,3
020022233,2,2,3
020022233,2,2,3
020022333,2,2,3
020100110,1,4,5
020100111,1,4,5
020100111,1,4,5
020100112,1,4,5
020100113,1,4,5
020100222,2,4,5
020102202,2,4,7
020102220,2,4,8
020110010,1,5,6
020110011,1,5,6
020110011,1,5,6
020110012,1,5,6
020110013,1,5,6
020110120,1,2,5
020110121,1,2,5
020110122,1,2,5
020110123,1,2,5
020110133,1,2,5
020111020,1,2,6
020111021,1,2,6
020111022,1,2,6
020111023,1,2,6
020111033,1,2,6
020120022,2,5,6
020122002,2,6,7
020122020,2,6,8
020122200,2,7,8
020200111,1,4,5
020200220,2,4,5
020200221,2,4,5
020200222,2,4,5
020200222,2,4,5
020200223,2,4,5
020201101,1,4,7
020201110,1,4,8
020210011,1,5,6
020211001,1,6,7
020211010,1,6,8
020211100,1,7,8
021000111,1,4,5
021000222,2,4,5
021001100,1,3,4
021001101,1,3,4
021001101,1,4,7
021001102,1,3,4
021001103,1,3,4
021001110,1,3,4
021001110,1,3,4
021001110,1,4,8
021001112,1,3,4
021001112,1,3,4
021001113,1,3,4
021001113,1,3,4
021001120,1,3,4
021001121,1,3,4
021001122,1,3,4
021001123,1,3,4
021001133,1,3,4
021002202,2,4,7
021002221,2,3,4
021002223,2,3,4
021010011,1,5,6
021011001,1,6,7
021011012,1,3,6
021011013,1,3,6
021020022,2,5,6
021022002,2,6,7
021022021,2,3,6
021022023,2,3,6
021022201,2,3,7
021022203,2,3,7
021100100,1,4,5
021100101,1,4,5
021100102,1,4,5
021100103,1,4,5
021100110,1,4,5
021100110,1,4,5
021100111,1,4,5
021100111,1,4,5
021100111,1,4,5
021100112,1,4,5
021100112,1,4,5
021100113,1,4,5
021100113,1,4,5
021100120,1,4,5
021100121,1,4,5
021100122,1,4,5
021100123,1,4,5
021100133,1,4,5
021100222,2,4,5
021101000,1,4,6
021101001,1,4,6
021101002,1,4,6
021101003,1,4,6
021101010,1,4,6
021101011,1,4,6
021101012,1,4,6
021101013,1,4,6
021101020,1,4,6
021101021,1,4,6
021101022,1,4,6
021101023,1,4,6
021101033,1,4,6
021102202,2,4,7
021102220,2,4,8
021110000,1,5,6
021110001,1,5,6
021110002,1,5,6
021110003,1,5,6
021110010,1,5,6
021110010,1,5,6
021110011,1,5,6
021110011,1,5,6
021110011,1,5,6
021110012,1,5,6
021110012,1,5,6
021110013,1,5,6
021110013,1,5,6
021110020,1,5,6
021110021,1,5,6
021110022,1,5,6
021110023,1,5,6
021110033,1,5,6
021120022,2,5,6
021122002,2,6,7
021122020,2,6,8
021122200,2,7,8
021200111,1,4,5
021200220,2,4,5
021200221,2,4,5
021200222,2,4,5
021200222,2,4,5
021200223,2,4,5
021201101,1,4,7
021201110,1,4,8
021202202,2,4,7
021210011,1,5,6
021211001,1,6,7
021211010,1,6,8
021211100,1,7,8
021220020,2,5,6
021220021,2,5,6
021220022,2,5,6
021220022,2,5,6
021220023,2,5,6
021220200,2,5,7
021220201,2,5,7
